"Plot Title: RL-6"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20202714, SEN S/N: 20202714)","Coupler Attached (LGR S/N: 20202714)","Host Connected (LGR S/N: 20202714)","Stopped (LGR S/N: 20202714)","End Of File (LGR S/N: 20202714)"
1,09/26/18 01:00:00 PM,70.480,,,,
2,09/26/18 03:00:00 PM,72.372,,,,
3,09/26/18 05:00:00 PM,60.024,,,,
4,09/26/18 07:00:00 PM,53.798,,,,
5,09/26/18 09:00:00 PM,49.404,,,,
6,09/26/18 11:00:00 PM,46.548,,,,
7,09/27/18 01:00:00 AM,44.922,,,,
8,09/27/18 03:00:00 AM,44.013,,,,
9,09/27/18 05:00:00 AM,43.282,,,,
10,09/27/18 07:00:00 AM,42.548,,,,
11,09/27/18 09:00:00 AM,44.195,,,,
12,09/27/18 11:00:00 AM,58.476,,,,
13,09/27/18 01:00:00 PM,74.446,,,,
14,09/27/18 03:00:00 PM,75.832,,,,
15,09/27/18 05:00:00 PM,62.940,,,,
16,09/27/18 07:00:00 PM,56.750,,,,
17,09/27/18 09:00:00 PM,52.225,,,,
18,09/27/18 11:00:00 PM,49.050,,,,
19,09/28/18 01:00:00 AM,47.624,,,,
20,09/28/18 03:00:00 AM,46.369,,,,
21,09/28/18 05:00:00 AM,44.922,,,,
22,09/28/18 07:00:00 AM,44.013,,,,
23,09/28/18 09:00:00 AM,44.560,,,,
24,09/28/18 11:00:00 AM,56.923,,,,
25,09/28/18 01:00:00 PM,72.545,,,,
26,09/28/18 03:00:00 PM,73.926,,,,
27,09/28/18 05:00:00 PM,61.227,,,,
28,09/28/18 07:00:00 PM,55.189,,,,
29,09/28/18 09:00:00 PM,50.643,,,,
30,09/28/18 11:00:00 PM,47.802,,,,
31,09/29/18 01:00:00 AM,45.648,,,,
32,09/29/18 03:00:00 AM,44.195,,,,
33,09/29/18 05:00:00 AM,42.915,,,,
34,09/29/18 07:00:00 AM,41.994,,,,
35,09/29/18 09:00:00 AM,43.648,,,,
36,09/29/18 11:00:00 AM,55.189,,,,
37,09/29/18 01:00:00 PM,62.769,,,,
38,09/29/18 03:00:00 PM,62.769,,,,
39,09/29/18 05:00:00 PM,56.057,,,,
40,09/29/18 07:00:00 PM,52.225,,,,
41,09/29/18 09:00:00 PM,49.582,,,,
42,09/29/18 11:00:00 PM,47.446,,,,
43,09/30/18 01:00:00 AM,44.379,,,,
44,09/30/18 03:00:00 AM,43.099,,,,
45,09/30/18 05:00:00 AM,42.732,,,,
46,09/30/18 07:00:00 AM,40.881,,,,
47,09/30/18 09:00:00 AM,43.099,,,,
48,09/30/18 11:00:00 AM,44.922,,,,
49,09/30/18 01:00:00 PM,46.908,,,,
50,09/30/18 03:00:00 PM,47.982,,,,
51,09/30/18 05:00:00 PM,47.266,,,,
52,09/30/18 07:00:00 PM,45.648,,,,
53,09/30/18 09:00:00 PM,44.742,,,,
54,09/30/18 11:00:00 PM,44.195,,,,
55,10/01/18 01:00:00 AM,43.831,,,,
56,10/01/18 03:00:00 AM,43.282,,,,
57,10/01/18 05:00:00 AM,43.099,,,,
58,10/01/18 07:00:00 AM,42.915,,,,
59,10/01/18 09:00:00 AM,43.466,,,,
60,10/01/18 11:00:00 AM,44.742,,,,
61,10/01/18 01:00:00 PM,47.088,,,,
62,10/01/18 03:00:00 PM,49.404,,,,
63,10/01/18 05:00:00 PM,47.802,,,,
64,10/01/18 07:00:00 PM,46.008,,,,
65,10/01/18 09:00:00 PM,44.922,,,,
66,10/01/18 11:00:00 PM,44.742,,,,
67,10/02/18 01:00:00 AM,44.195,,,,
68,10/02/18 03:00:00 AM,44.013,,,,
69,10/02/18 05:00:00 AM,43.466,,,,
70,10/02/18 07:00:00 AM,42.732,,,,
71,10/02/18 09:00:00 AM,43.466,,,,
72,10/02/18 11:00:00 AM,48.871,,,,
73,10/02/18 01:00:00 PM,53.973,,,,
74,10/02/18 03:00:00 PM,47.266,,,,
75,10/02/18 05:00:00 PM,43.648,,,,
76,10/02/18 07:00:00 PM,40.696,,,,
77,10/02/18 09:00:00 PM,38.250,,,,
78,10/02/18 11:00:00 PM,36.914,,,,
79,10/03/18 01:00:00 AM,36.145,,,,
80,10/03/18 03:00:00 AM,35.370,,,,
81,10/03/18 05:00:00 AM,34.786,,,,
82,10/03/18 07:00:00 AM,34.002,,,,
83,10/03/18 09:00:00 AM,34.002,,,,
84,10/03/18 11:00:00 AM,35.951,,,,
85,10/03/18 01:00:00 PM,54.842,,,,
86,10/03/18 03:00:00 PM,55.364,,,,
87,10/03/18 05:00:00 PM,49.404,,,,
88,10/03/18 07:00:00 PM,43.466,,,,
89,10/03/18 09:00:00 PM,40.321,,,,
90,10/03/18 11:00:00 PM,39.760,,,,
91,10/04/18 01:00:00 AM,38.440,,,,
92,10/04/18 03:00:00 AM,36.531,,,,
