"Plot Title: MW-GlacierBasin-11"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10195294, SEN S/N: 10195294)","Host Connected (LGR S/N: 10195294)","Coupler Attached (LGR S/N: 10195294)","Stopped (LGR S/N: 10195294)","End Of File (LGR S/N: 10195294)"
1,10/01/15 01:00:00 AM,8.282,,,,
2,10/01/15 03:00:00 AM,7.582,,,,
3,10/01/15 05:00:00 AM,6.674,,,,
4,10/01/15 07:00:00 AM,5.655,,,,
5,10/01/15 09:00:00 AM,8.382,,,,
6,10/01/15 11:00:00 AM,14.421,,,,
7,10/01/15 01:00:00 PM,19.472,,,,
8,10/01/15 03:00:00 PM,16.141,,,,
9,10/01/15 05:00:00 PM,12.980,,,,
10,10/01/15 07:00:00 PM,10.846,,,,
11,10/01/15 09:00:00 PM,9.176,,,,
12,10/01/15 11:00:00 PM,8.182,,,,
13,10/02/15 01:00:00 AM,7.381,,,,
14,10/02/15 03:00:00 AM,6.978,,,,
15,10/02/15 05:00:00 AM,6.573,,,,
16,10/02/15 07:00:00 AM,6.268,,,,
17,10/02/15 09:00:00 AM,7.481,,,,
18,10/02/15 11:00:00 AM,11.041,,,,
19,10/02/15 01:00:00 PM,13.558,,,,
20,10/02/15 03:00:00 PM,12.594,,,,
21,10/02/15 05:00:00 PM,10.553,,,,
22,10/02/15 07:00:00 PM,8.978,,,,
23,10/02/15 09:00:00 PM,7.381,,,,
24,10/02/15 11:00:00 PM,6.471,,,,
25,10/03/15 01:00:00 AM,5.757,,,,
26,10/03/15 03:00:00 AM,5.141,,,,
27,10/03/15 05:00:00 AM,4.934,,,,
28,10/03/15 07:00:00 AM,4.415,,,,
29,10/03/15 09:00:00 AM,5.244,,,,
30,10/03/15 11:00:00 AM,7.882,,,,
31,10/03/15 01:00:00 PM,16.427,,,,
32,10/03/15 03:00:00 PM,13.269,,,,
33,10/03/15 05:00:00 PM,10.357,,,,
34,10/03/15 07:00:00 PM,8.282,,,,
35,10/03/15 09:00:00 PM,6.877,,,,
36,10/03/15 11:00:00 PM,6.166,,,,
37,10/04/15 01:00:00 AM,5.757,,,,
38,10/04/15 03:00:00 AM,5.141,,,,
39,10/04/15 05:00:00 AM,4.623,,,,
40,10/04/15 07:00:00 AM,4.102,,,,
41,10/04/15 09:00:00 AM,7.381,,,,
42,10/04/15 11:00:00 AM,11.528,,,,
43,10/04/15 01:00:00 PM,16.713,,,,
44,10/04/15 03:00:00 PM,13.942,,,,
45,10/04/15 05:00:00 PM,11.139,,,,
46,10/04/15 07:00:00 PM,8.978,,,,
47,10/04/15 09:00:00 PM,7.280,,,,
48,10/04/15 11:00:00 PM,6.064,,,,
49,10/05/15 01:00:00 AM,5.244,,,,
50,10/05/15 03:00:00 AM,4.623,,,,
51,10/05/15 05:00:00 AM,4.102,,,,
52,10/05/15 07:00:00 AM,3.683,,,,
53,10/05/15 09:00:00 AM,7.079,,,,
54,10/05/15 11:00:00 AM,11.236,,,,
55,10/05/15 01:00:00 PM,17.950,,,,
56,10/05/15 03:00:00 PM,14.996,,,,
57,10/05/15 05:00:00 PM,12.497,,,,
58,10/05/15 07:00:00 PM,10.161,,,,
59,10/05/15 09:00:00 PM,8.282,,,,
60,10/05/15 11:00:00 PM,7.079,,,,
61,10/06/15 01:00:00 AM,6.370,,,,
62,10/06/15 03:00:00 AM,5.757,,,,
63,10/06/15 05:00:00 AM,5.244,,,,
64,10/06/15 07:00:00 AM,5.141,,,,
65,10/06/15 09:00:00 AM,6.471,,,,
66,10/06/15 11:00:00 AM,8.680,,,,
67,10/06/15 01:00:00 PM,12.207,,,,
68,10/06/15 03:00:00 PM,12.594,,,,
69,10/06/15 05:00:00 PM,11.528,,,,
70,10/06/15 07:00:00 PM,9.669,,,,
71,10/06/15 09:00:00 PM,8.481,,,,
72,10/06/15 11:00:00 PM,7.983,,,,
73,10/07/15 01:00:00 AM,7.381,,,,
74,10/07/15 03:00:00 AM,7.179,,,,
75,10/07/15 05:00:00 AM,6.978,,,,
76,10/07/15 07:00:00 AM,6.877,,,,
77,10/07/15 09:00:00 AM,7.280,,,,
78,10/07/15 11:00:00 AM,8.382,,,,
79,10/07/15 01:00:00 PM,8.978,,,,
80,10/07/15 03:00:00 PM,9.768,,,,
81,10/07/15 05:00:00 PM,9.768,,,,
82,10/07/15 07:00:00 PM,9.373,,,,
83,10/07/15 09:00:00 PM,9.077,,,,
84,10/07/15 11:00:00 PM,8.779,,,,
85,10/08/15 01:00:00 AM,8.182,,,,
86,10/08/15 03:00:00 AM,7.882,,,,
87,10/08/15 05:00:00 AM,7.582,,,,
88,10/08/15 07:00:00 AM,7.079,,,,
89,10/08/15 09:00:00 AM,7.179,,,,
90,10/08/15 11:00:00 AM,8.481,,,,
91,10/08/15 01:00:00 PM,11.431,,,,
92,10/08/15 03:00:00 PM,12.401,,,,
93,10/08/15 05:00:00 PM,11.334,,,,
94,10/08/15 07:00:00 PM,9.275,,,,
95,10/08/15 09:00:00 PM,8.082,,,,
96,10/08/15 11:00:00 PM,7.079,,,,
97,10/09/15 01:00:00 AM,6.166,,,,
98,10/09/15 03:00:00 AM,5.860,,,,
99,10/09/15 05:00:00 AM,6.166,,,,
